2021-05-12 16:12:08,765+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 43) [] Loaded file '/usr/share/ovirt-engine/services/ovirt-engine/ovirt-engine.conf'.
2021-05-12 16:12:08,768+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 43) [] The file '/etc/ovirt-engine/engine.conf' doesn't exist or isn't readable. Will return an empty set of properties.
2021-05-12 16:12:08,768+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 43) [] Loaded file '/etc/ovirt-engine/engine.conf.d/10-setup-cinderlib.conf'.
2021-05-12 16:12:08,769+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 43) [] Loaded file '/etc/ovirt-engine/engine.conf.d/10-setup-database.conf'.
2021-05-12 16:12:08,769+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 43) [] Loaded file '/etc/ovirt-engine/engine.conf.d/10-setup-dwh-database.conf'.
2021-05-12 16:12:08,769+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 43) [] Loaded file '/etc/ovirt-engine/engine.conf.d/10-setup-java.conf'.
2021-05-12 16:12:08,769+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 53) [] Loaded file '/usr/share/ovirt-engine/services/ovirt-engine/ovirt-engine.conf'.
2021-05-12 16:12:08,770+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 53) [] The file '/etc/ovirt-engine/engine.conf' doesn't exist or isn't readable. Will return an empty set of properties.
2021-05-12 16:12:08,770+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 53) [] Loaded file '/etc/ovirt-engine/engine.conf.d/10-setup-cinderlib.conf'.
2021-05-12 16:12:08,770+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 53) [] Loaded file '/etc/ovirt-engine/engine.conf.d/10-setup-database.conf'.
2021-05-12 16:12:08,770+08 INFO  [org.ovirt.engine.core.uutils.config.ShellLikeConfd] (ServerService Thread Pool -- 53) [] Loaded file '/etc/ovirt-engine/engine.conf.d/10-setup-dwh-database.conf'.
